x coord.,y coord,yaw,time
[0],[0],[-0.07594843],Mon Mar 14 16:18:53 2022
[0.],[0.],[-6.44043024],Mon Mar 14 16:18:53 2022
[3.02561423],[-1.30320682],[-8.0184208],Mon Mar 14 16:18:53 2022
[3.6679053],[-1.58003348],[-8.44330376],Mon Mar 14 16:18:53 2022
[3.80702511],[-1.63922759],[-8.49419707],Mon Mar 14 16:18:53 2022
[3.83741426],[-1.65215657],[-8.46065483],Mon Mar 14 16:18:53 2022
[3.84417822],[-1.65513927],[-8.45053776],Mon Mar 14 16:18:53 2022
[3.84635822],[-1.65592515],[-8.44489013],Mon Mar 14 16:18:53 2022
[3.84703728],[-1.65658068],[-8.41739964],Mon Mar 14 16:18:53 2022
[3.84715185],[-1.65690112],[-8.42665448],Mon Mar 14 16:18:53 2022
[3.84745693],[-1.65705111],[-8.42685204],Mon Mar 14 16:18:53 2022
[3.84747713],[-1.65712662],[-8.42163971],Mon Mar 14 16:18:53 2022
[3.84776568],[-1.6576025],[-8.43184089],Mon Mar 14 16:18:53 2022
[3.84800656],[-1.65788121],[-8.44905864],Mon Mar 14 16:18:53 2022
[3.84830931],[-1.6579537],[-8.44644144],Mon Mar 14 16:18:53 2022
[3.84856711],[-1.65820982],[-8.45825838],Mon Mar 14 16:18:53 2022
[3.8487166],[-1.65827066],[-8.45815747],Mon Mar 14 16:18:53 2022
[3.84872894],[-1.65834906],[-8.4415542],Mon Mar 14 16:18:53 2022
[3.84888014],[-1.6582053],[-8.42623259],Mon Mar 14 16:18:54 2022
[3.84931011],[-1.65851553],[-8.41831947],Mon Mar 14 16:18:54 2022
[3.84920973],[-1.65805441],[-8.44361151],Mon Mar 14 16:18:54 2022
[3.84922122],[-1.65768335],[-8.48459951],Mon Mar 14 16:18:54 2022
[3.84888764],[-1.65654613],[-8.51466358],Mon Mar 14 16:18:54 2022
[3.84795974],[-1.65550719],[-8.51545787],Mon Mar 14 16:18:54 2022
[3.84712506],[-1.65397686],[-8.51474644],Mon Mar 14 16:18:54 2022
[3.84559232],[-1.65307285],[-8.62570083],Mon Mar 14 16:18:54 2022
[3.83681848],[-1.64727414],[-8.690235],Mon Mar 14 16:18:54 2022
[3.83323449],[-1.64564683],[-8.75555873],Mon Mar 14 16:18:54 2022
[3.82988885],[-1.64442107],[-8.81802698],Mon Mar 14 16:18:54 2022
[3.82730779],[-1.64224863],[-8.91307699],Mon Mar 14 16:18:54 2022
[3.823859],[-1.64042994],[-9.10568182],Mon Mar 14 16:18:54 2022
[3.81649114],[-1.63658474],[-9.19975597],Mon Mar 14 16:18:54 2022
[3.81073006],[-1.63416199],[-9.21402537],Mon Mar 14 16:18:54 2022
[3.80508142],[-1.63100262],[-9.20535917],Mon Mar 14 16:18:54 2022
[3.80014564],[-1.62857298],[-9.09838776],Mon Mar 14 16:18:54 2022
[3.79265869],[-1.62395814],[-8.98309624],Mon Mar 14 16:18:55 2022
[3.78819228],[-1.62178509],[-8.83573087],Mon Mar 14 16:18:55 2022
[3.78292919],[-1.61815786],[-8.70634903],Mon Mar 14 16:18:55 2022
[3.77197669],[-1.61183929],[-8.53283492],Mon Mar 14 16:18:55 2022
[3.75827836],[-1.60370005],[-8.41642463],Mon Mar 14 16:18:55 2022
[3.7510696],[-1.59892259],[-8.43994643],Mon Mar 14 16:18:55 2022
[3.74539157],[-1.58799758],[-8.60045009],Mon Mar 14 16:18:55 2022
[3.73818302],[-1.58319566],[-9.19440989],Mon Mar 14 16:18:55 2022
[3.72607793],[-1.57689897],[-9.74329899],Mon Mar 14 16:18:55 2022
[3.71538669],[-1.57235588],[-10.58805699],Mon Mar 14 16:18:55 2022
[3.69273233],[-1.56633738],[-10.81979062],Mon Mar 14 16:18:55 2022
[3.67860465],[-1.5622642],[-10.89703068],Mon Mar 14 16:18:55 2022
[3.67299628],[-1.5599217],[-11.05233557],Mon Mar 14 16:18:55 2022
[3.65788226],[-1.55280418],[-11.12028313],Mon Mar 14 16:18:55 2022
[3.65231651],[-1.55035144],[-11.21256599],Mon Mar 14 16:18:55 2022
[3.64280621],[-1.54557655],[-11.18909131],Mon Mar 14 16:18:55 2022
[3.63140766],[-1.54021286],[-10.96614685],Mon Mar 14 16:18:55 2022
[3.6110869],[-1.52924039],[-10.73346897],Mon Mar 14 16:18:56 2022
[3.59787285],[-1.52247578],[-10.44703602],Mon Mar 14 16:18:56 2022
[3.58759663],[-1.51735508],[-10.14961638],Mon Mar 14 16:18:56 2022
[3.57865948],[-1.51275164],[-9.88514905],Mon Mar 14 16:18:56 2022
[3.5690384],[-1.50874631],[-10.13743186],Mon Mar 14 16:18:56 2022
[3.53567348],[-1.49583416],[-10.66287416],Mon Mar 14 16:18:56 2022
[3.5101665],[-1.48858897],[-11.11116068],Mon Mar 14 16:18:56 2022
[3.49173901],[-1.48543457],[-11.44043193],Mon Mar 14 16:18:56 2022
[3.47311448],[-1.47913202],[-11.69094715],Mon Mar 14 16:18:56 2022
[3.4591571],[-1.47576517],[-11.97296136],Mon Mar 14 16:18:56 2022
[3.44061164],[-1.47197148],[-12.30428184],Mon Mar 14 16:18:56 2022
[3.42133734],[-1.46946619],[-12.57401726],Mon Mar 14 16:18:56 2022
[3.40908559],[-1.46819967],[-12.96083256],Mon Mar 14 16:18:56 2022
[3.39243255],[-1.46774699],[-12.93749827],Mon Mar 14 16:18:56 2022
[3.34523598],[-1.46614418],[-12.5077698],Mon Mar 14 16:18:56 2022
[3.32050894],[-1.46533759],[-12.56478057],Mon Mar 14 16:18:56 2022
[3.30786566],[-1.46494309],[-12.81029909],Mon Mar 14 16:18:56 2022
[3.2948856],[-1.46361908],[-12.6357689],Mon Mar 14 16:18:56 2022
[3.26794408],[-1.45640233],[-12.58586614],Mon Mar 14 16:18:56 2022
[3.25596595],[-1.4528659],[-12.40830541],Mon Mar 14 16:18:57 2022
[3.24109685],[-1.44421104],[-12.38180415],Mon Mar 14 16:18:57 2022
[3.2196621],[-1.4337148],[-12.50197328],Mon Mar 14 16:18:57 2022
[3.20090418],[-1.42504876],[-12.40593377],Mon Mar 14 16:18:57 2022
[3.18363706],[-1.4131423],[-12.36043429],Mon Mar 14 16:18:57 2022
[3.17064442],[-1.40420299],[-12.30678864],Mon Mar 14 16:18:57 2022
[3.15799739],[-1.39580222],[-12.14815079],Mon Mar 14 16:18:57 2022
[3.14377199],[-1.38481218],[-11.70996887],Mon Mar 14 16:18:57 2022
[3.13147761],[-1.37531322],[-11.37523188],Mon Mar 14 16:18:57 2022
[3.12358202],[-1.36909123],[-10.6866856],Mon Mar 14 16:18:57 2022
[3.1134753],[-1.35967026],[-10.32822177],Mon Mar 14 16:18:57 2022
[3.10649532],[-1.35347995],[-10.12728311],Mon Mar 14 16:18:57 2022
[3.09617006],[-1.34696104],[-9.99414389],Mon Mar 14 16:18:57 2022
[3.08147636],[-1.33997228],[-9.86291879],Mon Mar 14 16:18:57 2022
[3.05281742],[-1.32717297],[-9.93712338],Mon Mar 14 16:18:57 2022
[3.0323877],[-1.32090108],[-10.00693688],Mon Mar 14 16:18:57 2022
[3.01377759],[-1.31427914],[-10.03921992],Mon Mar 14 16:18:57 2022
[2.99980688],[-1.31021511],[-10.08106818],Mon Mar 14 16:18:57 2022
[2.98567878],[-1.30670159],[-9.98120515],Mon Mar 14 16:18:57 2022
[2.96987917],[-1.30280072],[-9.90333248],Mon Mar 14 16:18:58 2022
[2.95712191],[-1.29953247],[-10.19918204],Mon Mar 14 16:18:58 2022
[2.92230656],[-1.28921281],[-10.58252582],Mon Mar 14 16:18:58 2022
[2.90223023],[-1.28380292],[-10.9924955],Mon Mar 14 16:18:58 2022
[2.8836324],[-1.2788564],[-11.37008782],Mon Mar 14 16:18:58 2022
[2.87699589],[-1.27771191],[-11.5170132],Mon Mar 14 16:18:58 2022
[2.86639528],[-1.27456697],[-11.17796055],Mon Mar 14 16:18:58 2022
[2.85312954],[-1.26674555],[-10.80372178],Mon Mar 14 16:18:58 2022
[2.82392058],[-1.24890767],[-10.73194186],Mon Mar 14 16:18:58 2022
[2.81430322],[-1.24407612],[-10.75526378],Mon Mar 14 16:18:58 2022
[2.80319085],[-1.23964731],[-10.35697985],Mon Mar 14 16:18:58 2022
[2.78737859],[-1.22924385],[-10.15671228],Mon Mar 14 16:18:58 2022
[2.78198348],[-1.22585784],[-9.58394462],Mon Mar 14 16:18:58 2022
[2.77246254],[-1.21615956],[-9.38904855],Mon Mar 14 16:18:58 2022
[2.76935244],[-1.21341293],[-9.10629815],Mon Mar 14 16:18:58 2022
[2.76167421],[-1.20865796],[-8.81431458],Mon Mar 14 16:18:58 2022
[2.75247476],[-1.20296678],[-8.52742413],Mon Mar 14 16:18:58 2022
[2.74398223],[-1.19813917],[-8.29123553],Mon Mar 14 16:18:58 2022
[2.73915684],[-1.19567685],[-8.17142115],Mon Mar 14 16:18:58 2022
[2.737407],[-1.1940117],[-8.012035],Mon Mar 14 16:18:59 2022
[2.73033276],[-1.18987982],[-7.93526527],Mon Mar 14 16:18:59 2022
[2.72681329],[-1.18795768],[-7.56393955],Mon Mar 14 16:18:59 2022
[2.71259158],[-1.17803396],[-7.44003466],Mon Mar 14 16:18:59 2022
[2.7082796],[-1.17343551],[-7.403929],Mon Mar 14 16:18:59 2022
[2.68612457],[-1.16082772],[-7.54510589],Mon Mar 14 16:18:59 2022
[2.66811024],[-1.15240234],[-7.70168485],Mon Mar 14 16:18:59 2022
[2.65558486],[-1.1467625],[-7.868833],Mon Mar 14 16:18:59 2022
[2.64290642],[-1.14109399],[-8.61070313],Mon Mar 14 16:18:59 2022
[2.59569179],[-1.12249266],[-9.20001002],Mon Mar 14 16:18:59 2022
[2.56789616],[-1.11176245],[-9.97400405],Mon Mar 14 16:18:59 2022
[2.54051081],[-1.10163038],[-10.87410109],Mon Mar 14 16:18:59 2022
[2.51328938],[-1.09241442],[-11.48505354],Mon Mar 14 16:18:59 2022
[2.49268627],[-1.08529456],[-11.84011801],Mon Mar 14 16:18:59 2022
[2.47404931],[-1.07692218],[-12.1788682],Mon Mar 14 16:18:59 2022
[2.45206479],[-1.06649868],[-12.47281519],Mon Mar 14 16:18:59 2022
[2.43270809],[-1.05920865],[-12.42680663],Mon Mar 14 16:18:59 2022
[2.41462781],[-1.04992332],[-11.97116475],Mon Mar 14 16:18:59 2022
[2.40241652],[-1.03916514],[-11.67735573],Mon Mar 14 16:18:59 2022
[2.39374948],[-1.03177771],[-11.41995547],Mon Mar 14 16:18:59 2022
[2.38493206],[-1.02350618],[-11.03539256],Mon Mar 14 16:19:00 2022
[2.38024619],[-1.016763],[-9.9557512],Mon Mar 14 16:19:00 2022
[2.37252151],[-1.00084488],[-9.44901427],Mon Mar 14 16:19:00 2022
[2.36758322],[-0.99123148],[-8.5400044],Mon Mar 14 16:19:00 2022
[2.35585708],[-0.97711714],[-8.70847187],Mon Mar 14 16:19:00 2022
[2.3433377],[-0.96982426],[-8.96865389],Mon Mar 14 16:19:00 2022
[2.33295919],[-0.96519334],[-8.72792325],Mon Mar 14 16:19:00 2022
[2.31843941],[-0.95398827],[-8.58786107],Mon Mar 14 16:19:00 2022
[2.31927908],[-0.94808234],[-8.56621706],Mon Mar 14 16:19:00 2022
[2.31833737],[-0.94325568],[-8.66907738],Mon Mar 14 16:19:00 2022
[2.31141993],[-0.94041601],[-9.09349685],Mon Mar 14 16:19:00 2022
[2.28189037],[-0.92699027],[-9.42610188],Mon Mar 14 16:19:00 2022
[2.25513163],[-0.9151858],[-9.67952623],Mon Mar 14 16:19:00 2022
[2.24004422],[-0.90976129],[-9.60353639],Mon Mar 14 16:19:00 2022
[2.22697903],[-0.9055887],[-9.6147474],Mon Mar 14 16:19:00 2022
[2.21403954],[-0.90023889],[-9.74173732],Mon Mar 14 16:19:00 2022
[2.19973158],[-0.89441316],[-10.26542766],Mon Mar 14 16:19:01 2022
[2.17726285],[-0.88842028],[-10.39569299],Mon Mar 14 16:19:01 2022
[2.17027919],[-0.88613147],[-10.85671906],Mon Mar 14 16:19:01 2022
[2.15015525],[-0.88127578],[-11.22432444],Mon Mar 14 16:19:01 2022
[2.13344541],[-0.87501112],[-11.10350746],Mon Mar 14 16:19:01 2022
[2.10209519],[-0.8650728],[-10.91166731],Mon Mar 14 16:19:01 2022
[2.08905806],[-0.8583445],[-10.75165217],Mon Mar 14 16:19:01 2022
[2.07866365],[-0.85250998],[-10.42790866],Mon Mar 14 16:19:01 2022
[2.05816233],[-0.83249476],[-9.42717725],Mon Mar 14 16:19:01 2022
[2.0494495],[-0.81383695],[-8.43713444],Mon Mar 14 16:19:01 2022
[2.03843857],[-0.79402331],[-8.59889457],Mon Mar 14 16:19:01 2022
[2.02268739],[-0.78132346],[-8.9387922],Mon Mar 14 16:19:01 2022
[2.01262475],[-0.77647201],[-9.30914945],Mon Mar 14 16:19:01 2022
[2.00509205],[-0.77196464],[-9.2872915],Mon Mar 14 16:19:01 2022
[2.00096389],[-0.76540248],[-9.13906705],Mon Mar 14 16:19:01 2022
[1.99520248],[-0.75309767],[-9.21016689],Mon Mar 14 16:19:01 2022
[1.98557819],[-0.74578242],[-9.58572978],Mon Mar 14 16:19:01 2022
[1.97096013],[-0.74128816],[-10.16066101],Mon Mar 14 16:19:01 2022
[1.94219736],[-0.73376821],[-10.56980629],Mon Mar 14 16:19:02 2022
[1.92609018],[-0.73090455],[-10.64364266],Mon Mar 14 16:19:02 2022
[1.91328125],[-0.72904889],[-10.78480482],Mon Mar 14 16:19:02 2022
[1.89993995],[-0.72676614],[-10.90575526],Mon Mar 14 16:19:02 2022
[1.88338053],[-0.72179383],[-11.16671508],Mon Mar 14 16:19:02 2022
[1.86779871],[-0.72047895],[-11.1593648],Mon Mar 14 16:19:02 2022
[1.85571554],[-0.71905427],[-11.23939133],Mon Mar 14 16:19:02 2022
[1.84117558],[-0.71592214],[-11.43656668],Mon Mar 14 16:19:02 2022
[1.82826642],[-0.71214584],[-11.82321003],Mon Mar 14 16:19:02 2022
[1.81275754],[-0.71078727],[-11.99912378],Mon Mar 14 16:19:02 2022
[1.79046033],[-0.70509555],[-12.00168667],Mon Mar 14 16:19:02 2022
[1.78397193],[-0.70359068],[-11.51915195],Mon Mar 14 16:19:02 2022
[1.77186027],[-0.6915785],[-11.10705674],Mon Mar 14 16:19:02 2022
[1.76046939],[-0.68126017],[-10.83354882],Mon Mar 14 16:19:02 2022
[1.75207942],[-0.67221799],[-10.64015332],Mon Mar 14 16:19:02 2022
[1.7464035],[-0.66435143],[-10.25082909],Mon Mar 14 16:19:02 2022
[1.74211236],[-0.65382465],[-9.78386728],Mon Mar 14 16:19:02 2022
[1.71457048],[-0.61692667],[-10.44531485],Mon Mar 14 16:19:02 2022
[1.69350622],[-0.6049633],[-10.69168298],Mon Mar 14 16:19:03 2022
[1.67982069],[-0.5913911],[-10.85172803],Mon Mar 14 16:19:03 2022
[1.66976556],[-0.58215689],[-10.94422024],Mon Mar 14 16:19:03 2022
[1.66131981],[-0.57571576],[-11.28385443],Mon Mar 14 16:19:03 2022
[1.64127533],[-0.56702901],[-11.69470423],Mon Mar 14 16:19:03 2022
[1.61710178],[-0.56009632],[-12.84908198],Mon Mar 14 16:19:03 2022
[1.5844877],[-0.55302536],[-13.33253693],Mon Mar 14 16:19:03 2022
[1.5645132],[-0.54890257],[-13.5738375],Mon Mar 14 16:19:03 2022
[1.54620513],[-0.54341809],[-13.84751381],Mon Mar 14 16:19:03 2022
[1.52704577],[-0.53590847],[-13.95386482],Mon Mar 14 16:19:03 2022
[1.51482483],[-0.53131609],[-13.81993338],Mon Mar 14 16:19:03 2022
[1.50306774],[-0.5250195],[-14.06373589],Mon Mar 14 16:19:03 2022
[1.49166207],[-0.51972017],[-14.82754746],Mon Mar 14 16:19:03 2022
[1.47407878],[-0.51747128],[-15.43781587],Mon Mar 14 16:19:03 2022
[1.4598891],[-0.51439754],[-15.57423041],Mon Mar 14 16:19:03 2022
[1.45270067],[-0.51117654],[-15.52806613],Mon Mar 14 16:19:03 2022
[1.44914322],[-0.50622744],[-14.8972538],Mon Mar 14 16:19:03 2022
[1.4457682],[-0.49988053],[-14.75935232],Mon Mar 14 16:19:03 2022
[1.44167027],[-0.49388023],[-14.72270316],Mon Mar 14 16:19:04 2022
[1.43737032],[-0.48930785],[-14.53165549],Mon Mar 14 16:19:04 2022
[1.43115862],[-0.47982716],[-14.2696174],Mon Mar 14 16:19:04 2022
[1.42743677],[-0.47337238],[-14.13248493],Mon Mar 14 16:19:04 2022
[1.42622899],[-0.47118305],[-13.77828868],Mon Mar 14 16:19:04 2022
[1.42438555],[-0.46636131],[-13.17625455],Mon Mar 14 16:19:04 2022
[1.42721833],[-0.45991095],[-12.49141753],Mon Mar 14 16:19:04 2022
[1.42941836],[-0.45442468],[-11.50203609],Mon Mar 14 16:19:04 2022
[1.43129054],[-0.44802134],[-10.60014043],Mon Mar 14 16:19:04 2022
[1.43151545],[-0.44061082],[-9.90753265],Mon Mar 14 16:19:04 2022
[1.42997711],[-0.43354512],[-9.51729622],Mon Mar 14 16:19:04 2022
[1.42806591],[-0.42960187],[-9.33522191],Mon Mar 14 16:19:04 2022
[1.42639109],[-0.42678747],[-9.08591709],Mon Mar 14 16:19:04 2022
[1.42030735],[-0.42132369],[-9.55034163],Mon Mar 14 16:19:04 2022
[1.39330577],[-0.40855299],[-9.89332331],Mon Mar 14 16:19:04 2022
[1.3814889],[-0.40122635],[-10.12359671],Mon Mar 14 16:19:04 2022
[1.37354598],[-0.39409611],[-10.28808291],Mon Mar 14 16:19:04 2022
[1.36515381],[-0.38646458],[-10.53748803],Mon Mar 14 16:19:04 2022
[1.35437861],[-0.37761283],[-10.86037125],Mon Mar 14 16:19:04 2022
[1.34161048],[-0.37106382],[-11.18138506],Mon Mar 14 16:19:04 2022
[1.33013062],[-0.36614451],[-11.56717],Mon Mar 14 16:19:04 2022
[1.31700508],[-0.36090311],[-12.35854457],Mon Mar 14 16:19:05 2022
[1.26474202],[-0.33797858],[-12.48575406],Mon Mar 14 16:19:05 2022
[1.24667874],[-0.3275047],[-12.59085305],Mon Mar 14 16:19:05 2022
[1.23120755],[-0.31680805],[-13.09255192],Mon Mar 14 16:19:05 2022
[1.2131664],[-0.30935815],[-13.62984609],Mon Mar 14 16:19:05 2022
[1.19725889],[-0.30439023],[-14.00625598],Mon Mar 14 16:19:05 2022
[1.18350297],[-0.29941885],[-14.16274387],Mon Mar 14 16:19:05 2022
[1.17654106],[-0.29579907],[-13.55156233],Mon Mar 14 16:19:05 2022
[1.15288791],[-0.26827812],[-13.38582458],Mon Mar 14 16:19:05 2022
[1.1461578],[-0.2608366],[-13.2066632],Mon Mar 14 16:19:05 2022
[1.13749767],[-0.25299189],[-13.00065965],Mon Mar 14 16:19:05 2022
[1.13228485],[-0.24659437],[-12.67706166],Mon Mar 14 16:19:05 2022
[1.12907382],[-0.23934686],[-11.96064763],Mon Mar 14 16:19:05 2022
[1.12524808],[-0.22886569],[-9.85061448],Mon Mar 14 16:19:05 2022
[1.11767863],[-0.20467458],[-9.59767365],Mon Mar 14 16:19:05 2022
[1.09436933],[-0.18802429],[-9.55383776],Mon Mar 14 16:19:05 2022
[1.08308912],[-0.17857211],[-9.60957459],Mon Mar 14 16:19:05 2022
[1.05838523],[-0.17019319],[-9.65446671],Mon Mar 14 16:19:05 2022
[1.04072501],[-0.1644671],[-10.12055471],Mon Mar 14 16:19:06 2022
[1.01079135],[-0.15906141],[-10.43453594],Mon Mar 14 16:19:06 2022
[0.9913228],[-0.15524376],[-10.77870661],Mon Mar 14 16:19:06 2022
[0.96995348],[-0.15098894],[-10.98313473],Mon Mar 14 16:19:06 2022
[0.9490857],[-0.14644697],[-11.71396521],Mon Mar 14 16:19:06 2022
[0.91382628],[-0.12477431],[-11.90025426],Mon Mar 14 16:19:06 2022
[0.90620448],[-0.12008947],[-12.58235772],Mon Mar 14 16:19:06 2022
[0.88269667],[-0.11742651],[-12.71995079],Mon Mar 14 16:19:06 2022
